clean_acc,backdoor_acc,confidence
0.6035,0.0,0.14672020673751832
0.6035,0.0,0.025235146284103394
0.6035,0.0,0.003810422122478485
0.6035,0.0,0.006129148602485657
0.6035,0.0,0.0016794171184301375
0.6035,0.0,0.009908635169267654
0.6035,0.0,0.0028041018173098563
0.6035,0.0,0.0012470572255551815
0.6035,0.0,0.015597610175609589
0.6035,0.0,0.001581655815243721
0.6035,0.0,0.005542503297328949
0.6035,0.0,0.00014463099651038647
0.6035,0.0,0.00015882652951404452
0.6035,0.0,0.00018749458249658346
0.6035,0.0,0.025890159606933593
0.6035,0.0,0.003732180595397949
0.6035,0.0,0.00011797512415796518
0.6035,0.0,0.00014540357515215873
0.6035,0.0,0.006289679557085037
0.6035,0.0,0.00951203927397728
0.6035,0.0,0.0018778389319777488
0.6035,0.0,0.00014230201486498117
0.6035,0.0,0.0022030694410204886
0.6035,0.0,0.00797179639339447
0.6035,0.0,0.0022124692797660826
0.6035,0.0,8.468820014968514e-05
0.6035,0.0,2.3754553694743663e-05
0.6035,0.0,3.934210108127445e-05
0.6035,0.0,0.0029146064072847365
0.6035,0.0,0.000410839868709445
0.6035,0.0,2.647576038725674e-05
0.6035,0.0,0.0015351823531091213
0.6035,0.0,0.00010867002420127392
0.6035,0.0,0.00010424097999930381
0.6035,0.0,0.00020099023822695017
0.6035,0.0,4.742830424220301e-06
0.6035,0.0,0.0005974672269076109
0.6035,0.0,2.85758596874075e-06
0.6035,0.0,0.0082648865878582
0.6035,0.0,0.0012548452243208886
0.6035,0.0,0.00010247321333736181
0.6035,0.0,0.0002583862282335758
0.6035,0.0,0.004243078082799912
0.6035,0.0,0.004320972785353661
0.6035,0.0,0.0001931418781168759
0.6035,0.0,6.743166595697403e-05
0.6035,0.0,0.00489906370639801
0.6035,0.0,0.005276007577776909
0.6035,0.0,0.0003423861460760236
0.6035,0.0,0.0002470437670126557
