clean_acc,backdoor_acc,confidence
0.1,1.0,0.18976231520175935
0.1019,0.947,0.261977738904953
0.1735,0.539,0.3973587757110596
0.2928,0.4374,0.42393146057128905
0.295,0.5393,0.5202753162384033
0.365,0.4372,0.42675623302459714
0.3897,0.4011,0.3950368967056274
0.3899,0.645,0.634432831954956
0.4186,0.4989,0.48768488092422485
0.4369,0.7383,0.7333423945426941
0.4501,0.6554,0.6478849689483642
0.4438,0.7296,0.7246863500595093
0.4671,0.6031,0.5968296705245971
0.4404,0.7319,0.7279906847953797
0.4615,0.733,0.7310238825798034
0.4806,0.5582,0.5539930532455445
0.4924,0.796,0.7966391414642334
0.4706,0.7103,0.7078208100318909
0.4904,0.7391,0.7369016311645508
0.4866,0.7595,0.756171076965332
0.474,0.7075,0.7052112371444702
0.5053,0.6907,0.6871752569198608
0.4631,0.7226,0.7209157913208007
0.5187,0.6826,0.6806584156990051
0.4948,0.7563,0.7542632473945617
0.487,0.7342,0.732326644039154
0.5063,0.8278,0.8264574345588684
0.4849,0.7916,0.7903936979293823
0.5097,0.6073,0.603467027759552
0.4671,0.7811,0.780634550857544
0.4195,0.1847,0.13988503935337065
0.4962,0.0969,0.10214281773567199
0.4502,0.1684,0.15426950480937957
0.499,0.114,0.11735105438232422
0.509,0.1196,0.12776427297592163
0.5168,0.0836,0.09484302985668182
0.5087,0.0885,0.09541418354511261
0.5116,0.0916,0.10268992530107499
0.5165,0.0848,0.10041618087291718
0.5228,0.0801,0.09483155498504639
0.4964,0.1649,0.1461373729467392
0.5095,0.1328,0.12766180686950684
0.4858,0.1059,0.1093645084142685
0.4949,0.1035,0.110268367934227
0.4975,0.1389,0.13340839471817018
0.502,0.0375,0.06617049963474274
0.5087,0.0949,0.09581541954278947
0.5207,0.0834,0.09022020226716995
0.5137,0.0866,0.10513865947723389
0.5004,0.093,0.10716310974359512
