clean_acc,backdoor_acc,confidence
0.8827,0.2,0.2640714168548584
0.8827,0.2,0.22938981056213378
0.8827,0.2,0.335071325302124
0.8827,0.2,0.17598409652709962
0.8827,0.2,0.4261648178100586
0.8827,0.2,0.3593097925186157
0.8827,0.2,0.32756211757659914
0.8827,0.2,0.1306668758392334
0.8827,0.2,0.5429719448089599
0.8827,0.2,0.24632396697998046
0.8827,0.2,0.9577644348144532
0.8827,0.2,0.18100268840789796
0.8827,0.2,0.9966243743896485
0.8827,0.2,0.14971429109573364
0.8827,0.2,0.43987340927124025
0.8827,0.2,0.23629374504089357
0.8827,0.2,0.37288870811462405
0.8827,0.2,0.29891090393066405
0.8827,0.2,0.4152524471282959
0.8827,0.2,0.2857031345367432
0.8827,0.2,0.3636831760406494
0.8827,0.2,0.3604021787643433
0.8827,0.2,0.3951236724853516
0.8827,0.2,0.6498718738555909
0.8827,0.2,0.37047154903411866
0.8827,0.2,0.24861526489257812
0.8827,0.2,0.29839234352111815
0.8827,0.2,0.42122774124145507
0.8827,0.2,0.4631041526794434
0.8827,0.2,0.23643863201141357
0.8827,0.2,0.3837630271911621
0.8827,0.2,0.3228543519973755
0.8827,0.2,0.37635605335235595
0.8827,0.2,0.396824312210083
0.8827,0.2,0.31425817012786866
0.8827,0.2,0.4186485767364502
0.8827,0.2,0.23283047676086427
0.8827,0.2,0.22421786785125733
0.8827,0.2,0.5291544437408447
0.8827,0.2,0.34168362617492676
0.8827,0.2,0.46498656272888184
0.8827,0.2,0.21541016101837157
0.8827,0.2,0.41941490173339846
0.8827,0.2,0.2024463653564453
0.8827,0.2,0.7642712593078613
0.8827,0.2,0.1824850082397461
0.8827,0.2,0.5095958709716797
0.8827,0.2,0.16793642044067383
0.8827,0.2,0.42330293655395507
0.8827,0.2,0.15331096649169923
