clean_acc,backdoor_acc,confidence
0.8941,0.0,0.04311709105968475
0.8941,0.0,0.0012829258106648923
0.8941,0.0,0.0013099678792059422
0.8941,0.0,0.000841531902551651
0.8941,0.0,0.00048812027089297774
0.8941,0.0,0.001868445985019207
0.8941,0.0,0.0014808795414865017
0.8941,0.0,0.0011397670954465867
0.8941,0.0,0.01727505475282669
0.8941,0.0,0.0010368495248258113
0.8941,0.0,0.0021794885396957397
0.8941,0.0,0.000791976135224104
0.8941,0.0,0.0011799165979027749
0.8941,0.0,0.0008508931845426559
0.8941,0.0,9.364699944853782e-05
0.8941,0.0,0.0011476708576083183
0.8941,0.0,0.0007720794063061475
0.8941,0.0,0.00014731711708009242
0.8941,0.0,0.0007801743689924478
0.8941,0.0,0.0006205504760146141
0.8941,0.0,0.002536001056432724
0.8941,0.0,0.000203194422647357
0.8941,0.0,0.00011419572401791812
0.8941,0.0,0.00019981898367404938
0.8941,0.0,0.007697209715843201
0.8941,0.0,0.0033063184469938277
0.8941,0.0,9.424583986401558e-05
0.8941,0.0,0.00024848165921866896
0.8941,0.0,6.271174788707867e-06
0.8941,0.0,4.2523498996160926e-05
0.8941,0.0,0.0002762848511338234
0.8941,0.0,0.0004080246202647686
0.8941,0.0,0.00044994647614657877
0.8941,0.0,0.0012863411568105221
0.8941,0.0,9.392916108481586e-05
0.8941,0.0,0.0012448388151824474
0.8941,0.0,9.970373939722776e-05
0.8941,0.0,0.00012537313159555197
0.8941,0.0,0.00011755900923162698
0.8941,0.0,0.0007144595496356487
0.8941,0.0,9.148974204435945e-05
0.8941,0.0,2.6897899806499483e-05
0.8941,0.0,0.00037960284389555455
0.8941,0.0,0.0022707540541887284
0.8941,0.0,0.00018787425942718984
0.8941,0.0,0.0003272349713370204
0.8941,0.0,8.130614296533167e-05
0.8941,0.0,0.0002185251098126173
0.8941,0.0,9.983321651816369e-05
0.8941,0.0,0.0002442416502162814
