clean_acc,backdoor_acc,confidence
0.1708,0.0,0.014490725100040435
0.1708,0.0,0.028409409523010253
0.1708,0.0,0.02652924060821533
0.1708,0.0,0.03295128345489502
0.1708,0.0,0.04765027165412903
0.1708,0.0,0.021666638553142548
0.1708,0.0,0.010081902146339417
0.1708,0.0,0.0182037353515625
0.1708,0.0,0.010954590141773224
0.1708,0.0,0.06478286981582641
0.1708,0.0,0.017330275475978853
0.1708,0.0,0.013195852935314178
0.1708,0.0,0.04328210651874542
0.1708,0.0,0.029970315098762513
0.1708,0.0,0.025170031189918517
0.1708,0.0,0.01668601930141449
0.1708,0.0,0.01289810836315155
0.1708,0.0,0.003756358474493027
0.1708,0.0,0.0025209346786141396
0.1708,0.0,0.00509096197783947
0.1708,0.0,0.004965897276997566
0.1708,0.0,0.0014690226875245572
0.1708,0.0,0.0059624284505844114
0.1708,0.0,0.019048550724983217
0.1708,0.0,0.006627417355775833
0.1708,0.0,0.013392104208469391
0.1708,0.0,0.01071777194738388
0.1708,0.0,0.017694994807243347
0.1708,0.0,0.008458152413368225
0.1708,0.0,0.004575770720839501
0.1708,0.0,0.014705777168273926
0.1708,0.0,0.006378979235887527
0.1708,0.0,0.014835692942142487
0.1708,0.0,0.006815671920776367
0.1708,0.0,0.0073204077780246735
0.1708,0.0,0.01847403347492218
0.1708,0.0,0.007035066932439804
0.1708,0.0,0.003902249038219452
0.1708,0.0,0.0042549770325422285
0.1708,0.0,0.03695069849491119
0.1708,0.0,0.007684987038373947
0.1708,0.0,0.006816214323043824
0.1708,0.0,0.006048571318387985
0.1708,0.0,0.0019478563219308854
0.1708,0.0,0.03083575367927551
0.1708,0.0,0.020366455614566802
0.1708,0.0,0.006940096616744995
0.1708,0.0,0.007936156541109084
0.1708,0.0,0.0035682328045368193
0.1708,0.0,0.0010150080546736718
