clean_acc,backdoor_acc,confidence
0.1058,0.1951,0.11108346191644669
0.1557,0.3479,0.28899734888076783
0.3346,0.1823,0.17833730792999267
0.393,0.1682,0.16526412482261657
0.4539,0.2519,0.244947519159317
0.4633,0.135,0.13591714558601378
0.4936,0.3641,0.35650573101043703
0.4617,0.2206,0.21763106184005737
0.5051,0.1348,0.13227019231319428
0.5205,0.443,0.4360256130218506
0.5137,0.1242,0.12272137987613678
0.5353,0.2898,0.2854487825393677
0.5449,0.0536,0.056245422983169556
0.5117,0.5664,0.5602504833221436
0.5276,0.2325,0.22678203792572021
0.5369,0.3442,0.3420231894493103
0.5101,0.5309,0.5212703674316407
0.5648,0.5879,0.5844594479560852
0.5443,0.1298,0.1324030706882477
0.5265,0.3975,0.39494924573898316
0.57,0.2989,0.2958016667366028
0.5695,0.4841,0.48008888387680054
0.5723,0.623,0.6198418383598328
0.5369,0.5804,0.5786384660720825
0.5568,0.2387,0.23585532541275026
0.5635,0.5443,0.5431891805648804
0.5735,0.5503,0.54747285861969
0.5343,0.5039,0.5013739392280578
0.5606,0.6584,0.6578452138900757
0.5473,0.5336,0.5320212516784668
0.3819,0.2923,0.2848763343811035
0.4359,0.1484,0.15405749464035035
0.4746,0.1367,0.14867443614006043
0.4682,0.134,0.1348547303199768
0.4462,0.01,0.021998577281832694
0.4577,0.168,0.14877859354019166
0.4294,0.0719,0.09200774891376495
0.5152,0.0659,0.06598087081909179
0.4571,0.0736,0.09413888363838196
0.3616,0.3884,0.27352667841911316
0.481,0.1124,0.13721864540576933
0.4265,0.1085,0.1114152526974678
0.4791,0.0827,0.08421297059059143
0.4846,0.1141,0.12306085629463195
0.4517,0.1743,0.17594064536094667
0.507,0.135,0.13087893397808076
0.4548,0.2805,0.23366943805217744
0.4019,0.0632,0.08319910459518433
0.4757,0.1239,0.15678015737533568
0.5204,0.267,0.25152965207099914
