clean_acc,backdoor_acc,confidence
0.069,0.2,0.0076520383358001706
0.069,0.2,0.003162620961666107
0.069,0.2,0.0016159407794475555
0.069,0.2,0.0024243243038654327
0.069,0.2,0.0026857148855924605
0.069,0.2,0.0022754807025194166
0.069,0.2,0.0012084323912858962
0.069,0.2,0.002401931956410408
0.069,0.2,0.0014380239881575108
0.069,0.2,0.0027129994705319405
0.069,0.2,0.0028721973299980163
0.069,0.2,0.004830873012542725
0.069,0.2,0.0021820586174726487
0.069,0.2,0.00653904378414154
0.069,0.2,0.002198452316224575
0.069,0.2,0.011856220662593842
0.069,0.2,0.0012987175956368445
0.069,0.2,0.010760025680065155
0.069,0.2,0.0028292927891016006
0.069,0.2,0.0061884276568889614
0.069,0.2,0.0019200718030333518
0.069,0.2,0.008862301707267761
0.069,0.2,0.0013465886004269123
0.069,0.2,0.012078452855348587
0.069,0.2,0.001673717051744461
0.069,0.2,0.01949642300605774
0.069,0.2,0.0025144733488559725
0.069,0.2,0.01229434460401535
0.069,0.2,0.0021232150495052336
0.069,0.2,0.07472801208496094
0.069,0.2,0.0015716029331088067
0.069,0.2,0.06143420934677124
0.069,0.2,0.0020388901233673097
0.069,0.2,0.007433119416236878
0.069,0.2,0.0017774548381567002
0.069,0.2,0.0032716505229473114
0.069,0.2,0.0015832161530852317
0.069,0.2,0.0056698150932788845
0.069,0.2,0.002360069751739502
0.069,0.2,0.014558231830596924
0.069,0.2,0.002700655721127987
0.069,0.2,0.0037881046533584594
0.069,0.2,0.0025392269715666773
0.069,0.2,0.015437588095664978
0.069,0.2,0.002404861897230148
0.069,0.2,0.007805651426315308
0.069,0.2,0.003652280569076538
0.069,0.2,0.012483464181423187
0.069,0.2,0.0013267206028103828
0.069,0.2,0.03654013872146607
