clean_acc,backdoor_acc,confidence
0.1,1.0,0.259117840719223
0.1,1.0,0.19213769130706787
0.1043,0.4642,0.29795814204216003
0.1156,0.3238,0.29898521156311036
0.1546,0.3982,0.39081372995376584
0.241,0.5748,0.5592115639686585
0.1839,0.4255,0.41326764421463014
0.1381,0.3891,0.26712002844810484
0.2702,0.6332,0.6308424502372741
0.2445,0.7619,0.7587087379455566
0.2352,0.7207,0.7167107601165772
0.202,0.805,0.7960360425949097
0.2709,0.64,0.6323156940460205
0.3184,0.707,0.7038995342254639
0.2869,0.5721,0.5615792357444763
0.3378,0.7761,0.7732400148391724
0.3058,0.7604,0.7605366389274597
0.3374,0.6574,0.651362938117981
0.3615,0.7442,0.7391604613304138
0.3627,0.8096,0.8060693410873413
0.3707,0.5934,0.5859774675369263
0.3309,0.8479,0.844607720375061
0.2779,0.0162,0.03690140360593796
0.3517,0.0822,0.09014817471504212
0.3894,0.7338,0.7299807268142701
0.3426,0.7975,0.7906447434425354
0.3643,0.7319,0.7273619459152222
0.3418,0.8248,0.8225783273696899
0.3925,0.8527,0.8501943700790405
0.4054,0.6321,0.6269338921546936
0.3665,0.5388,0.4590872242927551
0.3633,0.4514,0.35270207824707034
0.3911,0.4727,0.3799754744529724
0.3654,0.4083,0.32476113147735597
0.3899,0.4262,0.2566361208438873
0.4435,0.5563,0.3850359046459198
0.3306,0.2592,0.17847751207351684
0.4475,0.1395,0.13259898920059204
0.4073,0.1576,0.1609623014450073
0.4229,0.0678,0.09865372295379639
0.4517,0.0981,0.13768141837120057
0.3882,0.1043,0.11764679572582244
0.4424,0.0356,0.09205652050971985
0.4492,0.0631,0.10101063523292542
0.4272,0.0767,0.09742825458049774
0.4473,0.0725,0.08231763808727265
0.4585,0.0741,0.0856063533782959
0.4566,0.1679,0.15721945230960846
0.4704,0.1278,0.12241644158363342
0.4942,0.1042,0.10822185740470887
