clean_acc,backdoor_acc,confidence
0.6876,0.0,0.18232649564743042
0.6876,0.0,0.18451979160308837
0.6876,0.0,0.16840791702270508
0.6876,0.0,0.1968532085418701
0.6876,0.0,0.19189677238464356
0.6876,0.0,0.1923577070236206
0.6876,0.0,0.1674133062362671
0.6876,0.0,0.17873656749725342
0.6876,0.0,0.1711564540863037
0.6876,0.0,0.14806885719299318
0.6876,0.0,0.16475632190704345
0.6876,0.0,0.18228418827056886
0.6876,0.0,0.13967251777648926
0.6876,0.0,0.11538528203964234
0.6876,0.0,0.13255527019500732
0.6876,0.0,0.09144368767738342
0.6876,0.0,0.09199042320251465
0.6876,0.0,0.09271946549415588
0.6876,0.0,0.0806309461593628
0.6876,0.0,0.08888875842094421
0.6876,0.0,0.07713779211044311
0.6876,0.0,0.08284103870391846
0.6876,0.0,0.1063572883605957
0.6876,0.0,0.09182875156402588
0.6876,0.0,0.13222754001617432
0.6876,0.0,0.10696636438369751
0.6876,0.0,0.1080976128578186
0.6876,0.0,0.13344727754592894
0.6876,0.0,0.11837942600250244
0.6876,0.0,0.12128143310546875
0.6876,0.0,0.18101003170013427
0.6876,0.0,0.12253801822662354
0.6876,0.0,0.12915278673171998
0.6876,0.0,0.1415229082107544
0.6876,0.0,0.11359437704086303
0.6876,0.0,0.11668558120727539
0.6876,0.0,0.13929213285446168
0.6876,0.0,0.10750392675399781
0.6876,0.0,0.0906464159488678
0.6876,0.0,0.1376550555229187
0.6876,0.0,0.10327999591827393
0.6876,0.0,0.09067723155021667
0.6876,0.0,0.13063689470291137
0.6876,0.0,0.08820658326148986
0.6876,0.0,0.05600764155387879
0.6876,0.0,0.0638550877571106
0.6876,0.0,0.07614248991012573
0.6876,0.0,0.05239123702049255
0.6876,0.0,0.058147859573364255
0.6876,0.0,0.08027193546295167
